ID;Internal ID;;;;RbcL_ID;RbcL_based_taxa;Type
;;;;;AB504767.1;Chlorophyceae;
;;;;;EF113444.1;Trebouxiophyceae;
;;;;;KM197120.1;Trebouxiophyceae;
;;;;;HQ613263.1;Trebouxiophyceae;
;;;;;MT439865.1;Pelagophyceae;
;;;;;AF438318.1;Pinguiophyceae;
;;;;;JX401248.1;Bacillariophyceae;
;;;;;EF113445.1;Chlorophyceae;
;;;;;MH064098.1;Bacillariophyceae;
;;;;;MK689241.1;Bacillariophyceae;
;;;;;JX401259.1;Bacillariophyceae;
;;;;;JX401258.1;Bacillariophyceae;
;;;;;AB430677.1;Bacillariophyceae;
;;;;;HQ912498.1;Bacillariophyceae;
;;;;;MG684323.1;Bacillariophyceae;
;;;;;KY710867.1;Trebouxiophyceae;
;;;;;MF100792.1;Trebouxiophyceae;
;;;;;KY710868.1;Trebouxiophyceae;
;;;;;KF443037.1;Synchromophyceae;
;;;;;AB360756.1;Chlorophyceae;
;;;;;AB010244.1;Chlorophyceae;
;;;;;AB010243.1;Chlorophyceae;
;;;;;HQ912462.1;Bacillariophyceae;
;;;;;MH545335.1;Ulvophyceae;
;;;;;MT655944.1;Chlorophyceae;
;;;;;MG721795.1;Ulvophyceae;
;;;;;DQ313221.1;Chlorophyceae;
;;;;;AB451193.1;Chlorophyceae;
;;;;;KF701608.1;Bacillariophyceae;
;;;;;LC746289.1;Bacillariophyceae;
;;;;;HQ912390.1;Bacillariophyceae;
;;;;;LC133510.1;Chlorophyceae;
;;;;;AB097409.1;Dictyochophyceae;
;;;;;HQ317294.1;Trebouxiophyceae;
;;;;;MK257145.1;Chlorophyceae;
;;;;;KU851891.1;Chlorophyta_XX;
;;;;;EF113448.1;Chlorophyceae;
;;;;;JX681224.1;Xanthophyceae;
;;;;;JX681208.1;Xanthophyceae;
;;;;;AM421004.1;Xanthophyceae;
;;;;;KR154341.1;Trebouxiophyceae;
;;;;;EF113428.1;Trebouxiophyceae;
;;;;;MN938474.1;Trebouxiophyceae;
;;;;;MK295209.1;Trebouxiophyceae;
;;;;;MG495094.1;Trebouxiophyceae;
;;;;;AF015572.1;Chrysophyceae;
;;;;;MK454981.1;Bacillariophyceae;
;;;;;KT693213.1;Chlorophyceae;
;;;;;OR355394.1;Bacillariophyceae;
;;;;;KU951589.1;Bacillariophyceae;
;;;;;KC309610.1;Coscinodiscophyceae;
;;;;;HQ912513.1;Coscinodiscophyceae;
;;;;;AB430678.1;Bacillariophyceae;
;;;;;AB430692.1;Bacillariophyceae;
;;;;;JX401253.1;Bacillariophyceae;
;;;;;MG684336.1;Bacillariophyceae;
;;;;;MG684350.1;Bacillariophyceae;
;;;;;MG684337.1;Bacillariophyceae;
;;;;;HQ912547.1;Coscinodiscophyceae;
;;;;;HQ656829.1;Prymnesiophyceae;
;;;;;HQ912548.1;Mediophyceae;
;;;;;LC360495.1;Chlorophyceae;
;;;;;MZ363619.1;Bacillariophyceae;
;;;;;HM627328.1;Bacillariophyceae;
;;;;;MW172431.1;Chlorophyceae;
;;;;;MT783044.1;Ulvophyceae;
;;;;;MT783143.1;Ulvophyceae;
;;;;;KX268523.1;Ulvophyceae;
;;;;;EF165152.1;Chrysophyceae;
;;;;;OK030949.1;Trebouxiophyceae;
;;;;;MG674841.1;Trebouxiophyceae;
;;;;;KY710866.1;Trebouxiophyceae;
;;;;;KY710858.1;Trebouxiophyceae;
;;;;;EF165162.1;Chrysophyceae;
;;;;;KU556402.1;Mediophyceae;
;;;;;AB430669.1;Mediophyceae;
;;;;;HQ912544.1;Mediophyceae;
;;;;;DQ514769.1;Mediophyceae;
;;;;;OL457302.1;Bacillariophyceae;
;;;;;HQ912490.1;Bacillariophyceae;
;;;;;KF693821.1;Trebouxiophyceae;
;;;;;AF189068.1;Trebouxiophyceae;
;;;;;JX401255.1;Bacillariophyceae;
;;;;;EF113450.1;Chlorophyceae;
;;;;;AB044171.1;Chlorophyceae;
;;;;;LC380395.1;Chlorophyceae;
;;;;;OP514965.1;Chlorophyceae;
;;;;;KF701607.1;Bacillariophyceae;
;;;;;OP191772.1;Bacillariophyceae;
;;;;;PP374853.1;Bacillariophyceae;
;;;;;OR355398.1;Bacillariophyceae;
;;;;;KY863485.1;Bacillariophyceae;
;;;;;AY571756.1;Bacillariophyceae;
;;;;;AY571747.1;Bacillariophyceae;
;;;;;KY283835.1;Trebouxiophyceae;
;;;;;OQ208932.1;Trebouxiophyceae;
;;;;;U30277.1;Mamiellophyceae;
;;;;;U30278.1;Mamiellophyceae;
;;;;;MH064101.1;Bacillariophyceae;
;;;;;MH064102.1;Bacillariophyceae;
;;;;;OP297449.1;Bacillariophyceae;
;;;;;MH040270.1;Bacillariophyceae;
;;;;;MH064100.1;Bacillariophyceae;
;;;;;HQ912496.1;Bacillariophyceae;
;;;;;LC648449.1;Bacillariophyceae;
;;;;;OR355400.1;Bacillariophyceae;
;;;;;OP191777.1;Bacillariophyceae;
;;;;;OP191773.1;Bacillariophyceae;
;;;;;OP191774.1;Bacillariophyceae;
;;;;;EF165176.1;Chrysophyceae;
;;;;;AB430661.1;Coscinodiscophyceae;
;;;;;FJ002129.1;Coscinodiscophyceae;
;;;;;KT355759.1;Chlorophyceae;
;;;;;KC309554.1;Bacillariophyceae;
;;;;;KF693822.1;Trebouxiophyceae;
;;;;;AY543047.1;Trebouxiophyceae;
;;;;;AB052287.1;Eustigmatophyceae;
;;;;;MZ669214.1;Bacillariophyceae;
;;;;;MZ571559.1;Bacillariophyceae;
;;;;;JN975261.1;Bacillariophyceae;
;;;;;MH040265.1;Bacillariophyceae;
;;;;;DQ514793.1;Mediophyceae;
;;;;;OR621302.1;Mediophyceae;
;;;;;AF064744.1;Xanthophyceae;
;;;;;EF078381.1;Chlorophyceae;
;;;;;MH064141.1;Bacillariophyceae;
;;;;;KT355767.1;Chlorophyceae;
;;;;;KT355765.1;Chlorophyceae;
;;;;;LC474828.1;Chlorophyceae;
;;;;;KT355763.1;Chlorophyceae;
;;;;;KT833567.1;Chlorophyceae;
;;;;;KT355753.1;Chlorophyceae;
;;;;;MN401193.1;Eustigmatophyceae;
;;;;;KF693825.1;Trebouxiophyceae;
;;;;;KT950845.1;Trebouxiophyceae;
;;;;;EF165154.1;Chrysophyceae;
;;;;;LC726298.1;Bacillariophyceae;
;;;;;LC726300.1;Bacillariophyceae;
;;;;;AB360758.1;Chlorophyceae;
;;;;;MH064143.1;Bacillariophyceae;
;;;;;KY710898.1;Trebouxiophyceae;
;;;;;HQ912446.1;Bacillariophyceae;
;;;;;MK817352.1;Mediophyceae;
;;;;;MK257153.1;Chlorophyceae;
;;;;;MW324603.1;Bacillariophyceae;
;;;;;KF701604.1;Bacillariophyceae;
;;;;;KR048216.1;Bacillariophyceae;
;;;;;KY495853.1;Ulvophyceae;
;;;;;MH040266.1;Bacillariophyceae;
;;;;;KY094108.1;Chlorophyceae;
;;;;;MT951629.1;Bacillariophyceae;
;;;;;OR493440.1;Trebouxiophyceae;
;;;;;OQ208933.1;Trebouxiophyceae;
;;;;;KY710863.1;Trebouxiophyceae;
;;;;;MG674840.1;Trebouxiophyceae;
;;;;;KY710861.1;Trebouxiophyceae;
;;;;;KY710869.1;Trebouxiophyceae;
;;;;;KY283834.1;Trebouxiophyceae;
;;;;;KY710864.1;Trebouxiophyceae;
;;;;;MF100791.1;Trebouxiophyceae;
;;;;;KY710870.1;Trebouxiophyceae;
;;;;;EF113459.1;Trebouxiophyceae;
;;;;;EF012701.1;Trebouxiophyceae;
;;;;;MN334214.1;Trebouxiophyceae;
;;;;;MN334215.1;Trebouxiophyceae;
;;;;;KY710875.1;Trebouxiophyceae;
;;;;;MF100788.1;Trebouxiophyceae;
;;;;;KY283837.1;Trebouxiophyceae;
;;;;;KY710900.1;Trebouxiophyceae;
;;;;;KJ635638.1;Chlorophyceae;
;;;;;KJ635641.1;Chlorophyceae;
;;;;;KJ635653.1;Chlorophyceae;
;;;;;KJ635640.1;Chlorophyceae;
;;;;;KJ635642.1;Chlorophyceae;
;;;;;JN975264.1;Bacillariophyceae;
;;;;;AB430683.1;Bacillariophyceae;
;;;;;MF092916.1;Bacillariophyceae;
;;;;;MH424437.1;Coscinodiscophyceae;
;;;;;EF113460.1;Chlorophyceae;
;;;;;HQ912535.1;Coscinodiscophyceae;
;;;;;AB044164.1;Chlorophyceae;
;;;;;AB044166.1;Chlorophyceae;
;;;;;LC581491.1;Chlorophyceae;
;;;;;EF078303.1;Chlorophyceae;
;;;;;EF078375.1;Chlorophyceae;
;;;;;KY320291.1;Bacillariophyceae;
;;;;;MW324619.1;Bacillariophyceae;
;;;;;AY177741.1;Ulvophyceae;
;;;;;AB542929.1;Chlorophyceae;
;;;;;LT854012.1;Chlorophyceae;
;;;;;D86837.1;Chlorophyceae;
;;;;;AY119784.1;Pavlovophyceae;
;;;;;HQ656828.1;Pavlovophyceae;
;;;;;AB081639.1;Dictyochophyceae;
;;;;;AB561085.1;Pedinophyceae;
;;;;;AF015580.1;Pelagophyceae;
;;;;;U89898.1;Pelagophyceae;
;;;;;AY942175.1;Ulvophyceae;
;;;;;KJ577905.1;Bacillariophyceae;
;;;;;AY571757.1;Bacillariophyceae;
;;;;;AM421005.1;Xanthophyceae;
;;;;;AF438321.1;Pinguiophyceae;
;;;;;AF064747.1;Phaeothamniophyceae;
;;;;;AF064746.1;Phaeothamniophyceae;
;;;;;AF438317.1;Pinguiophyceae;
;;;;;AF438319.1;Pinguiophyceae;
;;;;;HQ912468.1;Bacillariophyceae;
;;;;;JN418652.1;Bacillariophyceae;
;;;;;MN049191.1;Ulvophyceae;
;;;;;HQ912471.1;Bacillariophyceae;
;;;;;AY571753.1;Bacillariophyceae;
;;;;;MW324621.1;Bacillariophyceae;
;;;;;AB164409.1;Cryptophyceae;
;;;;;AB430684.1;Bacillariophyceae;
;;;;;MF092965.1;Bacillariophyceae;
;;;;;MH064128.1;Bacillariophyceae;
;;;;;KY283840.1;Trebouxiophyceae;
;;;;;KY283844.1;Trebouxiophyceae;
;;;;;HQ912426.1;Mediophyceae;
;;;;;JQ259911.1;Chlorophyceae;
;;;;;HM852435.1;Chlorophyceae;
;;;;;KJ658392.1;Bacillariophyceae;
;;;;;D86827.1;Chlorophyceae;
;;;;;D86834.1;Chlorophyceae;
;;;;;AF069499.1;Phaeothamniophyceae;
;;;;;HQ656832.1;Prymnesiophyceae;
;;;;;MF578765.1;Mediophyceae;
;;;;;HQ912525.1;Bacillariophyceae;
;;;;;MG684331.1;Bacillariophyceae;
;;;;;HQ912431.1;Coscinodiscophyceae;
;;;;;MZ542394.1;Coscinodiscophyceae;
;;;;;AF438320.1;Pinguiophyceae;
;;;;;DQ514768.1;Mediophyceae;
;;;;;EF165184.1;Chrysophyceae;
;;;;;OM686881.1;Bacillariophyceae;
;;;;;EF203011.1;Trebouxiophyceae;
;;;;;AF189066.1;Trebouxiophyceae;
;;;;;LN877817.1;Trebouxiophyceae;
;;;;;LN877813.1;Trebouxiophyceae;
;;;;;MF347442.1;Trebouxiophyceae;
;;;;;OP191802.1;Bacillariophyceae;
;;;;;MK887897.1;Bacillariophyceae;
;;;;;MK757570.1;Bacillariophyceae;
;;;;;MK887894.1;Bacillariophyceae;
;;;;;MK887895.1;Bacillariophyceae;
;;;;;KR822596.1;Pedinophyceae;
;;;;;EF113465.1;Chlorophyceae;
;;;;;JN880465.1;Chlorophyceae;
;;;;;HQ656834.1;Prymnesiophyceae;
;;;;;AB183266.1;Prymnesiophyceae;
;;;;;MN473946.1;Bacillariophyceae;
;;;;;KU687468.1;Bacillariophyceae;
;;;;;KY283842.1;Ulvophyceae;
;;;;;AF212144.1;Ulvophyceae;
;;;;;AB084335.1;Chlorophyceae;
;;;;;MN401197.1;Eustigmatophyceae;
;;;;;FJ432643.1;Ulvophyceae;
;;;;;FJ432642.1;Ulvophyceae;
;;;;;AB619272.1;Ulvophyceae;
;;;;;FJ217383.1;Trebouxiophyceae;
;;;;;EF589155.1;Trebouxiophyceae;
;;;;;LK022434.1;Ulvophyceae;
;;;;;AY571748.1;Bacillariophyceae;
;;;;;AB430685.1;Bacillariophyceae;
;;;;;AJ580924.1;Xanthophyceae;
;;;;;EF113466.1;Chlorophyceae;
;;;;;U30279.1;Pyramimonadophyceae;
;;;;;KJ577908.1;Coscinodiscophyceae;
;;;;;KC309614.1;Coscinodiscophyceae;
;;;;;ON920852.1;Eustigmatophyceae;
;;;;;MF092897.1;Bacillariophyceae;
;;;;;AB430686.1;Bacillariophyceae;
;;;;;ON920853.1;Eustigmatophyceae;
;;;;;AB430687.1;Bacillariophyceae;
;;;;;U30281.1;Pyramimonadophyceae;
;;;;;AF015583.1;Pelagophyceae;
;;;;;AY119782.1;Cryptophyceae;
;;;;;AB542927.1;Chlorophyceae;
;;;;;MG674844.1;Trebouxiophyceae;
;;;;;KY710871.1;Trebouxiophyceae;
;;;;;HM852437.1;Chlorophyceae;
;;;;;EF113467.1;Trebouxiophyceae;
;;;;;MH064145.1;Bacillariophyceae;
;;;;;OP791907.1;Trebouxiophyceae;
;;;;;EF589151.1;Trebouxiophyceae;
;;;;;MW077579.1;Trebouxiophyceae;
;;;;;MW077578.1;Trebouxiophyceae;
;;;;;MW077588.1;Trebouxiophyceae;
;;;;;AB043633.1;Pavlovophyceae;
;;;;;U30288.1;Pedinophyceae;
;;;;;MN334216.1;Trebouxiophyceae;
;;;;;AB430682.1;Bacillariophyceae;
;;;;;JX401261.1;Bacillariophyceae;
;;;;;JX401260.1;Bacillariophyceae;
;;;;;MW324625.1;Bacillariophyceae;
;;;;;HQ912537.1;Bacillariophyceae;
;;;;;AB430681.1;Bacillariophyceae;
;;;;;MT783074.1;Ulvophyceae;
;;;;;MT783050.1;Ulvophyceae;
;;;;;AY942172.1;Ulvophyceae;
;;;;;KJ011854.1;Bacillariophyceae;
;;;;;KX120553.1;Bacillariophyceae;
;;;;;LC133513.1;Chlorophyceae;
;;;;;HQ174310.1;Trebouxiophyceae;
;;;;;AY694206.1;Trebouxiophyceae;
;;;;;KX108858.1;Trebouxiophyceae;
;;;;;AF189067.1;Trebouxiophyceae;
;;;;;OR237990.1;Chlorophyceae;
;;;;;OR237985.1;Chlorophyceae;
;;;;;EF143281.1;Bacillariophyceae;
;;;;;KC145509.1;Chlorophyceae;
;;;;;AB010242.1;Chlorophyceae;
;;;;;HQ656827.1;Prymnesiophyceae;
;;;;;MK733623.1;Chlorophyceae;
;;;;;KF975603.1;Chlorophyceae;
;;;;;KF975604.1;Chlorophyceae;
;;;;;MG257492.1;Chlorophyceae;
;;;;;AB084332.1;Chlorophyceae;
;;;;;KT777978.1;Chlorophyceae;
;;;;;MW363991.1;Chlorophyceae;
;;;;;KT777983.1;Chlorophyceae;
;;;;;KC145516.1;Chlorophyceae;
;;;;;MH064137.1;Bacillariophyceae;
;;;;;EF113470.1;Chlorophyceae;
;;;;;MG721937.1;Chlorophyta_XX;
;;;;;EF113471.1;Chlorophyceae;
;;;;;KT833561.2;Chlorophyceae;
;;;;;EF143280.1;Bacillariophyceae;
;;;;;EF143305.1;Bacillariophyceae;
;;;;;KC736613.1;Bacillariophyceae;
;;;;;LC648444.1;Bacillariophyceae;
;;;;;MZ063791.1;Bacillariophyceae;
;;;;;KU851888.1;Bacillariophyceae;
;;;;;KU851880.1;Bacillariophyceae;
;;;;;DQ514791.1;Mediophyceae;
;;;;;KY710901.1;Trebouxiophyceae;
;;;;;MH794249.1;Bacillariophyceae;
;;;;;KR048205.1;Bacillariophyceae;
;;;;;MH794250.1;Bacillariophyceae;
;;;;;MW307289.1;Bacillariophyceae;
;;;;;FJ432649.1;Ulvophyceae;
;;;;;EF078314.1;Chlorophyceae;
;;;;;EF113472.1;Chlorophyceae;
;;;;;AJ579574.1;Xanthophyceae;
;;;;;MK257143.1;Chlorophyceae;
;;;;;MF092979.1;Bacillariophyceae;
;;;;;FJ002139.1;Bacillariophyceae;
;;;;;FJ002142.1;Bacillariophyceae;
;;;;;HQ912443.1;Bacillariophyceae;
;;;;;LC746291.1;Bacillariophyceae;
;;;;;MW324628.1;Bacillariophyceae;
;;;;;MF092946.1;Bacillariophyceae;
;;;;;KX981832.1;Bacillariophyceae;
;;;;;HQ912478.1;Coscinodiscophyceae;
;;;;;AB430665.1;Mediophyceae;
;;;;;AB831883.1;Mediophyceae;
;;;;;KT625343.1;Chlorophyceae;
;;;;;AF155584.1;Phaeothamniophyceae;
;;;;;KC309581.1;Coscinodiscophyceae;
;;;;;AF463411.1;Cryptophyceae;
;;;;;AB430689.1;Bacillariophyceae;
;;;;;MK454983.1;Bacillariophyceae;
;;;;;MG684339.1;Bacillariophyceae;
;;;;;MG684343.1;Bacillariophyceae;
;;;;;MG684341.1;Bacillariophyceae;
;;;;;AY257111.1;Spirotrichea;
;;;;;AY257110.1;Spirotrichea;
;;;;;AY257109.1;Spirotrichea;
;;;;;KT943655.1;Bacillariophyceae;
;;;;;KX120635.1;Bacillariophyceae;
;;;;;KX120642.1;Bacillariophyceae;
;;;;;JN004153.1;Synchromophyceae;
;;;;;DQ788731.1;Synchromophyceae;
;;;;;JN004157.1;Synchromophyceae;
;;;;;JN004156.1;Synchromophyceae;
;;;;;JN004152.1;Synchromophyceae;
;;;;;HQ912485.1;Bacillariophyceae;
;;;;;JX413565.1;Bacillariophyceae;
;;;;;HQ912503.1;Bacillariophyceae;
;;;;;KM999082.1;Bacillariophyceae;
;;;;;HQ912448.1;Bacillariophyceae;
;;;;;FJ002156.1;Bacillariophyceae;
;;;;;AB430690.1;Bacillariophyceae;
;;;;;KR048214.1;Bacillariophyceae;
;;;;;AB164408.1;Cryptophyceae;
;;;;;KJ577909.1;Mediophyceae;
;;;;;MG763887.1;Mediophyceae;
;;;;;HF549074.1;Chrysophyceae;
;;;;;AB278628.1;Chlorophyceae;
;;;;;KY283839.1;Trebouxiophyceae;
;;;;;KJ577910.1;Bacillariophyceae;
;;;;;MK257148.1;Chlorophyceae;
;;;;;MK257149.1;Chlorophyceae;
;;;;;OQ208934.1;Chlorophyceae;
;;;;;EF113476.1;Chlorophyceae;
;;;;;KX354388.1;Eustigmatophyceae;
;;;;;KU665639.1;Bacillariophyceae;
;;;;;KJ463470.1;Bacillariophyceae;
;;;;;KJ463476.1;Bacillariophyceae;
;;;;;EF113477.1;Chlorophyceae;
;;;;;LT854010.1;Chlorophyceae;
;;;;;AF155585.1;Phaeothamniophyceae;
;;;;;KY710883.1;Chlorophyceae;
;;;;;KY710894.1;Chlorophyceae;
;;;;;KX120552.1;Bacillariophyceae;
;;;;;AB430691.1;Bacillariophyceae;
;;;;;EF455946.1;Xanthophyceae;
;;;;;AF465709.1;Xanthophyceae;
;;;;;AY682399.1;Xanthophyceae;
;;;;;EF455950.1;Xanthophyceae;
;;;;;AY682413.1;Xanthophyceae;
;;;;;AF015588.1;Xanthophyceae;
;;;;;OP297472.1;Coscinodiscophyceae;
;;;;;EF203012.1;Trebouxiophyceae;
;;;;;KC309573.1;Mediophyceae;
;;;;;HQ912428.1;Mediophyceae;
;;;;;JX413567.1;Coscinodiscophyceae;
;;;;;HQ912512.1;Coscinodiscophyceae;
;;;;;KR998419.1;Bolidophyceae;
;;;;;AF372696.1;Bolidophyceae;
;;;;;AB546640.1;Bolidophyceae;
;;;;;AB430698.1;Bolidophyceae;
;;;;;EF113480.1;Chlorophyceae;
;;;;;KC145511.1;Chlorophyceae;
;;;;;OP191806.1;Bacillariophyceae;
;;;;;AF499683.1;Ulvophyceae;
;;;;;LK022433.1;Ulvophyceae;
;;;;;KX981831.1;Diatomeae_X;
;;;;;EF165179.1;Chrysophyceae;
;;;;;HQ912441.1;Coscinodiscophyceae;
;;;;;OL684559.1;Ulvophyceae;
;;;;;AM260447.1;Chlorophyceae;
;;;;;MZ336043.1;Eustigmatophyceae;
;;;;;KR154344.1;Trebouxiophyceae;
;;;;;KT355746.1;Chlorophyceae;
;;;;;AB050492.1;Chlorophyceae;
;;;;;AB050494.1;Chlorophyceae;
;;;;;AB050484.1;Chlorophyceae;
;;;;;AB050485.1;Chlorophyceae;
;;;;;LC380394.1;Chlorophyceae;
;;;;;LC322166.1;Chlorophyceae;
;;;;;LC322167.1;Chlorophyceae;
;;;;;KY489662.1;Chlorophyceae;
;;;;;AB044159.1;Chlorophyceae;
;;;;;AB593419.1;Chlorophyceae;
;;;;;AB044160.1;Chlorophyceae;
;;;;;D86832.1;Chlorophyceae;
;;;;;MW191589.1;Trebouxiophyceae;
;;;;;KY710857.1;Trebouxiophyceae;
;;;;;AY682398.1;Xanthophyceae;
;;;;;EF455922.1;Xanthophyceae;
;;;;;AB000810.1;Chlorophyceae;
