ID;Internal ID;;;;RbcL_ID;RbcL_based_taxa;;;RbcL_ID2;RbcL_based_taxa2;;;;RbcL_ID3;RbcL_based_taxa3
ptMAG_rbcL_22_85;N722;;;;;;;;NC_002186;Streptophyta;;;;KY710894.1;Chlorophyceae
DQ514793.1_1035;N726;;;;;;;;NC_008822;Streptophyta;;;;KX120552.1;Bacillariophyceae
ptMAG_rbcL_24_87;N729;;;;;;;;ptMAG_rbcL_185;Streptophyta;;;;AB430691.1;Bacillariophyceae
DQ514791.1_1036;N734;;;;;;;;ptMAG_rbcL_132;Streptophyta;;;;EF455946.1;Xanthophyceae
MW592700_1111;N737;;;;;;;;NC_024169;Streptophyta;;;;AF465709.1;Xanthophyceae
MH040266.1_548;N2883;;;;;;;;NC_024167;Streptophyta;;;;AY682399.1;Xanthophyceae
KF701607.1_827;N2859;;;;;;;;ptMAG_rbcL_159;Streptophyta;;;;EF455950.1;Xanthophyceae
JN975260.1_373;N2872;;;;;;;;HQ613263.1;Streptophyta;;;;AY682413.1;Xanthophyceae
NC_038008_1079;N2922;;;;;;;;KM197120.1;Streptophyta;;;;AF015588.1;Xanthophyceae
AB430685.1_974;N2914;;;;;;;;ptMAG_rbcL_193;Streptophyta;;;;OP297472.1;Coscinodiscophyceae
MH040254.1_550;N2901;;;;;;;;ptMAG_rbcL_138;Streptophyta;;;;EF203012.1;Trebouxiophyceae
JN975256.1_375;N6;;;;;;;;ptMAG_rbcL_139;Streptophyta;;;;KC309573.1;Mediophyceae
JN975257.1_374;N14;;;;;;;;KJ461681;Streptophyta;;;;HQ912428.1;Mediophyceae
AB430673.1_982;N17;;;;;;;;ptMAG_rbcL_122;Streptophyta;;;;JX413567.1;Coscinodiscophyceae
JN975254.1_376;N25;;;;;;;;ptMAG_rbcL_123;Streptophyta;;;;HQ912512.1;Coscinodiscophyceae
HQ912524.1_904;N28;;;;;;;;AY958085;Streptophyta;;;;KR998419.1;Bolidophyceae
HQ912441.1_938;N47;;;;;;;;ptMAG_rbcL_124;Streptophyta;;;;AF372696.1;Bolidophyceae
ptMAG_rbcL_31_94;N56;;;;;;;;MT896722;Streptophyta;;;;AB546640.1;Bolidophyceae
MG755808_1099;N59;;;;;;;;ptMAG_rbcL_187;Streptophyta;;;;AB430698.1;Bolidophyceae
MK642493.1_464;N75;;;;;;;;ptMAG_rbcL_125;Streptophyta;;;;EF113480.1;Chlorophyceae
KC309564.1_363;N156;;;;;;;;NC_030314;Streptophyta;;;;KC145511.1;Chlorophyceae
NC_067954_1136;N196;;;;;;;;ptMAG_rbcL_121;Streptophyta;;;;OP191806.1;Bacillariophyceae
NC_057645_1127;N171;;;;;;;;NC_030356;Streptophyta;;;;AF499683.1;Ulvophyceae
NC_025313_1118;N372;;;;;;;;NC_030355;Streptophyta;;;;LK022433.1;Ulvophyceae
LC537471_1090;N351;;;;;;;;AY958086;Streptophyta;;;;KX981831.1;Diatomeae_X
NC_053621_1126;N356;;;;;;;;NC_030359;Streptophyta;;;;EF165179.1;Chrysophyceae
MW845779_1114;N315;;;;;;;;ptMAG_rbcL_119;Streptophyta;;;;HQ912441.1;Coscinodiscophyceae
HQ656823.1_894;N285;;;;;;;;ptMAG_rbcL_199;Streptophyta;;;;OL684559.1;Ulvophyceae
ptMAG_rbcL_27_90;N288;;;;;;;;OQ935591;Streptophyta;;;;AM260447.1;Chlorophyceae
KC509520_1082;N292;;;;;;;;OP888486;Streptophyta;;;;MZ336043.1;Eustigmatophyceae
AB430672.1_983;N295;;;;;;;;ptMAG_rbcL_181;Streptophyta;;;;KR154344.1;Trebouxiophyceae
MF092971.1_577;N224;;;;;;;;KX306884;Streptophyta;;;;KT355746.1;Chlorophyceae
KU851892.1_688;N227;;;;;;;;MW556321;Streptophyta;;;;AB050492.1;Chlorophyceae
HQ912492.1_918;N256;;;;;;;;NC_008097;Streptophyta;;;;AB050494.1;Chlorophyceae
KJ577879.1_810;N237;;;;;;;;NC_027093;Ulvophyceae;;;;AB050484.1;Chlorophyceae
MF092965.1_578;N2313;;;;;;;;NC_025530;Ulvophyceae;;;;AB050485.1;Chlorophyceae
AB430684.1_975;N2304;;;;;;;;FJ968740;Ulvophyceae;;;;LC380394.1;Chlorophyceae
MF092946.1_579;N2283;;;;;;;;KM462870;Ulvophyceae;;;;LC322166.1;Chlorophyceae
MF092979.1_576;N1240;;;;;;;;KR822596.1;Ulvophyceae;;;;LC322167.1;Chlorophyceae
JN975264.1_371;N1250;;;;;;;;U30288.1;Ulvophyceae;;;;KY489662.1;Chlorophyceae
JX413560.1_883;N1793;;;;;;;;AB561085.1;Ulvophyceae;;;;AB044159.1;Chlorophyceae
KU851891.1_689;N1798;;;;;;;;OL684559.1;Ulvophyceae;;;;AB593419.1;Chlorophyceae
MF092916.1_580;N1676;;;;;;;;AY257109.1;Ulvophyceae;;;;AB044160.1;Chlorophyceae
MF092911.1_582;N1699;;;;;;;;KY407657;Ulvophyceae;;;;D86832.1;Chlorophyceae
MF092914.1_581;N1688;;;;;;;;MK408749;Ulvophyceae;;;;MW191589.1;Trebouxiophyceae
MF092897.1_583;N1406;;;;;;;;AY257110.1;Ulvophyceae;;;;KY710857.1;Trebouxiophyceae
MN276191_1103;N1392;;;;;;;;JN573804.1;Ulvophyceae;;;;AY682398.1;Xanthophyceae
AB430683.1_976;N1430;;;;;;;;OQ349516;Ulvophyceae;;;;EF455922.1;Xanthophyceae
KU851880.1_603;N1502;;;;;;;;AY257122.1;Ulvophyceae;;;;AB000810.1;Chlorophyceae
MZ063791.1_438;N1445;;;;;;;;MG721795.1;Ulvophyceae;;;;;
KU851888.1_602;N1615;;;;;;;;ptMAG_rbcL_182;Ulvophyceae;;;;;
OL457301.1_433;N1512;;;;;;;;KY407661;Ulvophyceae;;;;;
ptMAG_rbcL_32_95;N2785;;;;;;;;AF499683.1;Ulvophyceae;;;;;
HQ912457.1_931;N2767;;;;;;;;AY835431;Ulvophyceae;;;;;
ptMAG_rbcL_7_70;N2732;;;;;;;;NC_034709;Ulvophyceae;;;;;
OQ694381_1152;N519;;;;;;;;KX268523.1;Ulvophyceae;;;;;
KJ577910.1_803;N552;;;;;;;;OQ159090;Ulvophyceae;;;;;
ptMAG_rbcL_20_83;N531;;;;;;;;KX306821;Ulvophyceae;;;;;
ptMAG_rbcL_35_98;N870;;;;;;;;KX306824;Ulvophyceae;;;;;
HQ912448.1_933;N848;;;;;;;;ON986220;Ulvophyceae;;;;;
AB430682.1_977;N844;;;;;;;;KR154341.1;Ulvophyceae;;;;;
MW324625.1_452;N837;;;;;;;;MN938474.1;Ulvophyceae;;;;;
MW324621.1_453;N803;;;;;;;;MG495094.1;Ulvophyceae;;;;;
AB430692.1_968;N815;;;;;;;;ON986224;Ulvophyceae;;;;;
JX401261.1_867;N795;;;;;;;;EF113428.1;Ulvophyceae;;;;;
JX401260.1_868;N738;;;;;;;;NC_072904;Ulvophyceae;;;;;
AB430678.1_979;N2916;;;;;;;;NC_025526;Ulvophyceae;;;;;
JN975261.1_372;N2911;;;;;;;;ON986221;Ulvophyceae;;;;;
MH040265.1_549;N2902;;;;;;;;NC_072903;Ulvophyceae;;;;;
KF701608.1_826;N5;;;;;;;;NC_072900;Ulvophyceae;;;;;
AB430677.1_980;N18;;;;;;;;KT950845.1;Ulvophyceae;;;;;
HQ912498.1_915;N29;;;;;;;;KP202851.1;Ulvophyceae;;;;;
JX401258.1_870;N60;;;;;;;;ON986219;Ulvophyceae;;;;;
JX401259.1_869;N117;;;;;;;;ptMAG_rbcL_130;Ulvophyceae;;;;;
MG684323.1_616;N76;;;;;;;;NC_043776;Ulvophyceae;;;;;
LC753170.1_300;N166;;;;;;;;NC_060532;Ulvophyceae;;;;;
LC753169.1_301;N157;;;;;;;;MZ334625;Ulvophyceae;;;;;
JX401255.1_871;N197;;;;;;;;OQ848501;Ulvophyceae;;;;;
AY257111.1_712;N193;;;;;;;;NC_086863;Ulvophyceae;;;;;
MG755795_1094;N172;;;;;;;;MZ334628;Ulvophyceae;;;;;
HQ912525.1_903;N353;;;;;;;;OQ848499;Ulvophyceae;;;;;
MG684331.1_615;N368;;;;;;;;MZ334627;Ulvophyceae;;;;;
MG684339.1_612;N357;;;;;;;;KY495853.1;Ulvophyceae;;;;;
MK454983.1_510;N317;;;;;;;;MH545327.1;Ulvophyceae;;;;;
MG684343.1_610;N297;;;;;;;;AY177748.1;Ulvophyceae;;;;;
JX401253.1_872;N228;;;;;;;;ON971347.1;Ulvophyceae;;;;;
MG684341.1_611;N231;;;;;;;;FJ715717.1;Ulvophyceae;;;;;
MG684350.1_607;N258;;;;;;;;AY177746.1;Ulvophyceae;;;;;
MG684337.1_613;N238;;;;;;;;MH545335.1;Ulvophyceae;;;;;
MG684336.1_614;N243;;;;;;;;AY177739.1;Ulvophyceae;;;;;
MG684321.1_617;N2314;;;;;;;;AY177737.1;Ulvophyceae;;;;;
AB430691.1_969;N2317;;;;;;;;AY177741.1;Ulvophyceae;;;;;
OK637333_1143;N2306;;;;;;;;AY177738.1;Ulvophyceae;;;;;
NC_060857_1130;N1794;;;;;;;;ptMAG_rbcL_150;Mamiellophyceae;;;;;
HQ912485.1_921;N1799;;;;;;;;ptMAG_rbcL_151;Mamiellophyceae;;;;;
OQ694380_1151;N1802;;;;;;;;NC_012101;Mamiellophyceae;;;;;
KM999082.1_687;N1700;;;;;;;;ptMAG_rbcL_198;Mamiellophyceae;;;;;
OQ694379_1150;N1696;;;;;;;;ptMAG_rbcL_210;Mamiellophyceae;;;;;
GroupDREPX771_Annotated_Unfinished_-_rbcL_gene_39;N1689;;;;;;;;ptMAG_rbcL_2;Mamiellophyceae;;;;;
HQ912499.1_914;N1438;;;;;;;;ptMAG_rbcL_136;Mamiellophyceae;;;;;
AB430687.1_972;N1431;;;;;;;;ptMAG_rbcL_161;Mamiellophyceae;;;;;
HQ912475.1_923;N1504;;;;;;;;ptMAG_rbcL_172;Mamiellophyceae;;;;;
AB430690.1_970;N1446;;;;;;;;ptMAG_rbcL_206;Mamiellophyceae;;;;;
MG684349.1_608;N1453;;;;;;;;ptMAG_rbcL_128;Mamiellophyceae;;;;;
FJ002156.1_993;N1616;;;;;;;;ptMAG_rbcL_224;Mamiellophyceae;;;;;
MG684348.1_609;N1629;;;;;;;;AF509626.1;Mamiellophyceae;;;;;
KR048217.1_785;N1586;;;;;;;;MN056173;Mamiellophyceae;;;;;
HM627327.1_734;N1513;;;;;;;;ptMAG_rbcL_163;Mamiellophyceae;;;;;
KJ577905.1_806;N2768;;;;;;;;AF509627.1;Mamiellophyceae;;;;;
HM627328.1_944;N2775;;;;;;;;U30277.1;Mamiellophyceae;;;;;
MW324603.1_455;N2756;;;;;;;;KF285530;Mamiellophyceae;;;;;
HQ912493.1_917;N2733;;;;;;;;U30278.1;Mamiellophyceae;;;;;
AB430681.1_978;N554;;;;;;;;NC_012575;Mamiellophyceae;;;;;
HQ912537.1_899;N543;;;;;;;;ptMAG_rbcL_171;Mamiellophyceae;;;;;
MN473946.1_483;N532;;;;;;;;ptMAG_rbcL_160;Mamiellophyceae;;;;;
JX401248.1_873;N871;;;;;;;;NC_030169;Pyramimonadophyceae;;;;;
KR048214.1_787;N838;;;;;;;;ptMAG_rbcL_184;Pyramimonadophyceae;;;;;
MN473936.1_484;N804;;;;;;;;FJ493499;Pyramimonadophyceae;;;;;
NC_038004_1124;N792;;;;;;;;KM462884;Trebouxiophyceae;;;;;
DQ514763.1_1039;N739;;;;;;;;ptMAG_rbcL_176;Trebouxiophyceae;;;;;
KR048216.1_786;N2917;;;;;;;;HQ317294.1;Trebouxiophyceae;;;;;
KF701604.1_828;N2908;;;;;;;;NC_025548;Trebouxiophyceae;;;;;
AB430675.1_981;N2903;;;;;;;;KM462872;Trebouxiophyceae;;;;;
MG755792_1091;N2;;;;;;;;HG793063.1;Trebouxiophyceae;;;;;
OK505011_1142;N1;;;;;;;;KT253161.1;Trebouxiophyceae;;;;;
NC_065388_1133;N20;;;;;;;;KT253163.1;Trebouxiophyceae;;;;;
NC_061047_1131;N31;;;;;;;;ptMAG_rbcL_145;Trebouxiophyceae;;;;;
MT742551_1109;N62;;;;;;;;NC_018569;Trebouxiophyceae;;;;;
ptMAG_rbcL_3_66;N123;;;;;;;;EF589155.1;Trebouxiophyceae;;;;;
FJ002132.1_997;N118;;;;;;;;ptMAG_rbcL_157;Trebouxiophyceae;;;;;
OR455891.1_318;N108;;;;;;;;OQ208937.1;Trebouxiophyceae;;;;;
NC_014287_1116;N77;;;;;;;;FJ217383.1;Trebouxiophyceae;;;;;
KR048205.1_667;N158;;;;;;;;EF012701.1;Trebouxiophyceae;;;;;
MH794250.1_536;N161;;;;;;;;NC_025540;Trebouxiophyceae;;;;;
MW307289.1_434;N184;;;;;;;;NC_067041;Chlorodendrophyceae;;;;;
MH794249.1_537;N173;;;;;;;;ON645926;Chlorodendrophyceae;;;;;
OP191773.1_396;N358;;;;;;;;LC604816;Trebouxiophyceae;;;;;
MT383638_1105;N363;;;;;;;;ptMAG_rbcL_133;Trebouxiophyceae;;;;;
HQ912474.1_924;N305;;;;;;;;ptMAG_rbcL_175;Trebouxiophyceae;;;;;
MW324581.1_458;N298;;;;;;;;ptMAG_rbcL_180;Trebouxiophyceae;;;;;
OK505007_1140;N232;;;;;;;;NC_025539;Trebouxiophyceae;;;;;
MW853965_1115;N270;;;;;;;;ptMAG_rbcL_105;Xanthophyceae;;;;;
KR709240_1088;N259;;;;;;;;EU912438;Xanthophyceae;;;;;
MW722940_1113;N239;;;;;;;;AF465706.1;Xanthophyceae;;;;;
ptMAG_rbcL_11_74;N251;;;;;;;;AY682398.1;Xanthophyceae;;;;;
ptMAG_rbcL_16_79;N244;;;;;;;;EF455922.1;Xanthophyceae;;;;;
MK217824_1102;N2307;;;;;;;;AY682399.1;Xanthophyceae;;;;;
ptMAG_rbcL_34_97;N1691;;;;;;;;AJ579573.1;Xanthophyceae;;;;;
NC_061049_1132;N1439;;;;;;;;EF455976.1;Xanthophyceae;;;;;
ptMAG_rbcL_28_91;N1432;;;;;;;;U89900.1;Xanthophyceae;;;;;
MT383642_1107;N1435;;;;;;;;EF455950.1;Xanthophyceae;;;;;
OK505009_1141;N1505;;;;;;;;EF455946.1;Xanthophyceae;;;;;
KC509522_1084;N1508;;;;;;;;ptMAG_rbcL_97;Xanthophyceae;;;;;
KX981832.1_660;N1447;;;;;;;;AY682413.1;Xanthophyceae;;;;;
KX981831.1_661;N1450;;;;;;;;AF465709.1;Xanthophyceae;;;;;
HQ912390.1_696;N1454;;;;;;;;AF015588.1;Xanthophyceae;;;;;
LC746289.1_340;N1463;;;;;;;;;;;;;;
KX981815.1_664;N1618;;;;;;;;;;;;;;
FJ002142.1_995;N1659;;;;;;;;;;;;;;
MT432487.1_473;N1630;;;;;;;;;;;;;;
FJ002139.1_991;N1587;;;;;;;;;;;;;;
MT432485.1_474;N1598;;;;;;;;;;;;;;
KX981816.1_663;N1559;;;;;;;;;;;;;;
KX981814.1_665;N1514;;;;;;;;;;;;;;
LC726300.1_333;N2769;;;;;;;;;;;;;;
LC726298.1_334;N2776;;;;;;;;;;;;;;
MW324580.1_459;N2779;;;;;;;;;;;;;;
OM686885.1_400;N2764;;;;;;;;;;;;;;
MT432474.1_475;N2757;;;;;;;;;;;;;;
PP374894.1_297;N2753;;;;;;;;;;;;;;
KC309545.1_370;N2734;;;;;;;;;;;;;;
FJ002151.1_994;N540;;;;;;;;;;;;;;
KC309546.1_369;N533;;;;;;;;;;;;;;
MH064054.1_600;N873;;;;;;;;;;;;;;
OP297418.1_354;N839;;;;;;;;;;;;;;
KC309548.1_368;N781;;;;;;;;;;;;;;
KT943615.1_683;N740;;;;;;;;;;;;;;
HQ912458.1_930;N2904;;;;;;;;;;;;;;
MH064058.1_598;N64;;;;;;;;;;;;;;
KJ463464.1_845;N120;;;;;;;;;;;;;;
KJ463466.1_843;N114;;;;;;;;;;;;;;
MH064057.1_599;N109;;;;;;;;;;;;;;
ptMAG_rbcL_25_88;N78;;;;;;;;;;;;;;
KF733443_1086;N87;;;;;;;;;;;;;;
MH064059.1_597;N162;;;;;;;;;;;;;;
MH064060.1_596;N190;;;;;;;;;;;;;;
HQ912462.1_927;N185;;;;;;;;;;;;;;
OL415008_1145;N174;;;;;;;;;;;;;;
KC309554.1_364;N177;;;;;;;;;;;;;;
MH064128.1_588;N359;;;;;;;;;;;;;;
NC_044491_1125;N364;;;;;;;;;;;;;;
NC_067581_1134;N306;;;;;;;;;;;;;;
MH064143.1_585;N299;;;;;;;;;;;;;;
OL415007_1144;N261;;;;;;;;;;;;;;
MK454981.1_511;N253;;;;;;;;;;;;;;
AY571748.1_706;N245;;;;;;;;;;;;;;
MH356727_1100;N248;;;;;;;;;;;;;;
OR355400.1_313;N2308;;;;;;;;;;;;;;
LC648449.1_435;N1692;;;;;;;;;;;;;;
EF143281.1_760;N1460;;;;;;;;;;;;;;
MH064092.1_593;N1455;;;;;;;;;;;;;;
KC736613.1_884;N1464;;;;;;;;;;;;;;
EF143280.1_761;N1471;;;;;;;;;;;;;;
LC648444.1_436;N1619;;;;;;;;;;;;;;
EF143305.1_758;N1631;;;;;;;;;;;;;;
KC954572.1_858;N1640;;;;;;;;;;;;;;
MW924350.1_423;N1588;;;;;;;;;;;;;;
MW924349.1_424;N1593;;;;;;;;;;;;;;
HQ912460.1_929;N1608;;;;;;;;;;;;;;
MW924345.1_425;N1599;;;;;;;;;;;;;;
EF143289.1_759;N1561;;;;;;;;;;;;;;
PP374891.1_298;N1550;;;;;;;;;;;;;;
OP548121.1_323;N1515;;;;;;;;;;;;;;
MZ669214.1_403;N2771;;;;;;;;;;;;;;
MZ571559.1_405;N2781;;;;;;;;;;;;;;
KU179118.1_681;N2758;;;;;;;;;;;;;;
HQ912444.1_936;N2735;;;;;;;;;;;;;;
HQ912468.1_926;N2740;;;;;;;;;;;;;;
ptMAG_rbcL_15_78;N534;;;;;;;;;;;;;;
JN418652.1_691;N782;;;;;;;;;;;;;;
MT951629.1_476;N785;;;;;;;;;;;;;;
MW324582.1_457;N766;;;;;;;;;;;;;;
KX981819.1_662;N741;;;;;;;;;;;;;;
PP374922.1_296;N110;;;;;;;;;;;;;;
MH064077.1_594;N79;;;;;;;;;;;;;;
MW324597.1_456;N82;;;;;;;;;;;;;;
OQ660300.1_329;N88;;;;;;;;;;;;;;
HQ912461.1_928;N93;;;;;;;;;;;;;;
OM686882.1_401;N187;;;;;;;;;;;;;;
OP297433.1_351;N178;;;;;;;;;;;;;;
KM078662.1_777;N301;;;;;;;;;;;;;;
HQ912446.1_934;N262;;;;;;;;;;;;;;
KX981811.1_666;N1457;;;;;;;;;;;;;;
KM078667.1_813;N1465;;;;;;;;;;;;;;
OR355398.1_314;N1472;;;;;;;;;;;;;;
KY863485.1_627;N1479;;;;;;;;;;;;;;
OR355394.1_315;N1625;;;;;;;;;;;;;;
KU951589.1_633;N1620;;;;;;;;;;;;;;
MG027498.1_563;N1633;;;;;;;;;;;;;;
KP229547.1_801;N1654;;;;;;;;;;;;;;
KJ463473.1_840;N1641;;;;;;;;;;;;;;
KP229546.1_802;N1589;;;;;;;;;;;;;;
HQ912403.1_694;N1594;;;;;;;;;;;;;;
KX120552.1_674;N1609;;;;;;;;;;;;;;
KJ463462.1_846;N1600;;;;;;;;;;;;;;
KC736590.1_885;N1562;;;;;;;;;;;;;;
MK045450_1101;N1551;;;;;;;;;;;;;;
KJ463472.1_841;N1537;;;;;;;;;;;;;;
FJ002140.1_996;N1516;;;;;;;;;;;;;;
NC_038001_1121;N2760;;;;;;;;;;;;;;
FJ002099.1_992;N2737;;;;;;;;;;;;;;
KX120642.1_668;N2741;;;;;;;;;;;;;;
JX033021.1_861;N2744;;;;;;;;;;;;;;
KT943655.1_682;N535;;;;;;;;;;;;;;
ptMAG_rbcL_33_96;N786;;;;;;;;;;;;;;
KX120635.1_669;N767;;;;;;;;;;;;;;
KX120586.1_671;N761;;;;;;;;;;;;;;
KX120585.1_672;N742;;;;;;;;;;;;;;
KX120592.1_670;N83;;;;;;;;;;;;;;
MH064064.1_595;N90;;;;;;;;;;;;;;
MW562870.1_316;N105;;;;;;;;;;;;;;
KX120553.1_673;N94;;;;;;;;;;;;;;
HQ912392.1_695;N179;;;;;;;;;;;;;;
HQ912445.1_935;N264;;;;;;;;;;;;;;
MT383641_1106;N1466;;;;;;;;;;;;;;
MK757570.1_533;N1474;;;;;;;;;;;;;;
OP191802.1_393;N1480;;;;;;;;;;;;;;
MK887897.1_480;N1491;;;;;;;;;;;;;;
MK887895.1_481;N1622;;;;;;;;;;;;;;
MK887894.1_482;N1634;;;;;;;;;;;;;;
KY320291.1_631;N1637;;;;;;;;;;;;;;
PP374853.1_299;N1655;;;;;;;;;;;;;;
MW324619.1_454;N1649;;;;;;;;;;;;;;
OR455854.1_320;N1642;;;;;;;;;;;;;;
HQ912443.1_937;N1610;;;;;;;;;;;;;;
LC746291.1_339;N1602;;;;;;;;;;;;;;
OP191772.1_397;N1563;;;;;;;;;;;;;;
MH064137.1_587;N1553;;;;;;;;;;;;;;
OP191806.1_392;N1547;;;;;;;;;;;;;;
KT943612.1_679;N1538;;;;;;;;;;;;;;
MK689241.1_534;N1534;;;;;;;;;;;;;;
MH064098.1_592;N1517;;;;;;;;;;;;;;
MN937452_1104;N2750;;;;;;;;;;;;;;
OM686881.1_402;N2745;;;;;;;;;;;;;;
OP191770.1_398;N787;;;;;;;;;;;;;;
OP191777.1_394;N768;;;;;;;;;;;;;;
OP191774.1_395;N762;;;;;;;;;;;;;;
KY320285.1_632;N758;;;;;;;;;;;;;;
KM999102.1_686;N743;;;;;;;;;;;;;;
KC309549.1_367;N102;;;;;;;;;;;;;;
HQ912508.1_909;N95;;;;;;;;;;;;;;
MH040270.1_547;N265;;;;;;;;;;;;;;
KC309550.1_366;N1475;;;;;;;;;;;;;;
KU665639.1_690;N1488;;;;;;;;;;;;;;
KJ463465.1_844;N1481;;;;;;;;;;;;;;
KJ463470.1_842;N1492;;;;;;;;;;;;;;
KJ463476.1_839;N1495;;;;;;;;;;;;;;
MH064101.1_590;N1650;;;;;;;;;;;;;;
HQ912496.1_916;N1643;;;;;;;;;;;;;;
MH064102.1_589;N1603;;;;;;;;;;;;;;
OP297449.1_349;N1581;;;;;;;;;;;;;;
MH064100.1_591;N1564;;;;;;;;;;;;;;
MW324628.1_451;N1555;;;;;;;;;;;;;;
KJ011795.1_817;N1544;;;;;;;;;;;;;;
OR455858.1_319;N1539;;;;;;;;;;;;;;
KY499654_1089;N1518;;;;;;;;;;;;;;
NC_067848_1135;N2747;;;;;;;;;;;;;;
HQ912471.1_925;N769;;;;;;;;;;;;;;
AY571753.1_705;N774;;;;;;;;;;;;;;
KJ011826.1_815;N744;;;;;;;;;;;;;;
MZ363619.1_399;N96;;;;;;;;;;;;;;
KJ011829.1_814;N1482;;;;;;;;;;;;;;
KC509523_1085;N1496;;;;;;;;;;;;;;
LC568544.1_406;N1644;;;;;;;;;;;;;;
KJ011825.1_816;N1565;;;;;;;;;;;;;;
AY571754.1_704;N1568;;;;;;;;;;;;;;
HQ912490.1_919;N1541;;;;;;;;;;;;;;
MH064145.1_584;N1530;;;;;;;;;;;;;;
AY571757.1_702;N1519;;;;;;;;;;;;;;
AY571756.1_703;N771;;;;;;;;;;;;;;
AY571747.1_707;N775;;;;;;;;;;;;;;
KJ658392.1_768;N746;;;;;;;;;;;;;;
MT015687.1_470;N98;;;;;;;;;;;;;;
KJ011854.1_781;N1483;;;;;;;;;;;;;;
OM453684.1_430;N1497;;;;;;;;;;;;;;
KJ577874.1_812;N1569;;;;;;;;;;;;;;
KT943614.1_684;N1574;;;;;;;;;;;;;;
MK454988.1_509;N1520;;;;;;;;;;;;;;
KJ577882.1_808;N1523;;;;;;;;;;;;;;
MH064141.1_586;N747;;;;;;;;;;;;;;
OR699085_1153;N752;;;;;;;;;;;;;;
HQ912456.1_932;N1571;;;;;;;;;;;;;;
KC309551.1_365;N1575;;;;;;;;;;;;;;
OL457302.1_432;N1578;;;;;;;;;;;;;;
KU179121.1_680;N1525;;;;;;;;;;;;;;
KU687468.1_675;N748;;;;;;;;;;;;;;
KU687462.1_676;N753;;;;;;;;;;;;;;
KY799133.1_629;N1527;;;;;;;;;;;;;;
KY799136.1_628;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
