Name,Sequence Name,Minimum,Maximum,Length,Direction
pcb | pcbC | psbC gene,Bin_TRCH_30_6-contigsc0055,115125,116510,1386,reverse
pcb | pcbC | psbC gene,Bin_SANA_18_8-contigsc0006,104560,105945,1386,reverse
pcb | psbB gene,Contig 1,35345,36871,1527,forward
pcb | psbB gene,Bin_VSVK_22_29-contigsc0011,57358,58884,1527,forward
pcb | psbB gene,Bin_BALM_14_22-contigsc0006,64624,66150,1527,reverse
pcb | psbB gene,Bin_GREF_79_4_3-contigsc0078,75534,77060,1527,reverse
pcb | psbB gene,Bin_NVAL_39_45-contigsc0612,77438,78964,1527,forward
pcb-fragment gene,Consensus,56377,57903,1527,forward
pcb-fragment | psbB gene,GroupDREPX942_Annotated_Unfinished,87468,88994,1527,forward
pcb-fragment | psbB gene,Bin_LAND_16_3_1-contigsc0006,44592,46118,1527,reverse
pcbC | pcb | psbC gene,Contig 9,149153,150538,1386,reverse
pcbC | pcb | psbC gene,Bin_BRTL_9_2_4-contigsc0031,48011,49396,1386,reverse
pcbC | pcb | psbC gene,Contig 10,101000,102385,1386,reverse
pcbC | pcb | psbC gene,Consensus,24518,25903,1386,forward
pcbC | pcb | psbC gene,Bin_LAND_16_3_1-contigsc0006,37446,38831,1386,reverse
pcbC | pcb-fragment gene,Bin_ROSX_18_26-contigsc0170,74509,75894,1386,forward
pcbC | pcb-fragment | psbC gene,Bin_NVAL_39_45-contigsc0612,63037,67057,4021,forward
pcbC-fragment | pcb-fragment | psbC gene,Bin_FERT_9_17-contigsc0016,99103,100488,1386,forward
pcxA gene,Bin_FERT_9_17-contigsc0016,50668,51480,813,forward
pcxA gene,Bin_BALM_14_22-contigsc0006,55767,56606,840,reverse
pcxA | cemA gene,Bin_ZLUT_103_5_31-contigsc0251,64939,65775,837,forward
pcxA | cemA gene,Bin_TSKO_28_34-contigsc0093,45536,46372,837,reverse
pcxA | cemA gene,Bin_SZYM_18_24-contigsc0004,60514,61350,837,forward
pcxA | cemA gene,Bin_ROSX_44_5-contigsc0474,50310,51146,837,forward
pcxA | cemA gene,Bin_ROSX_18_26-contigsc0170,57965,58801,837,forward
pcxA | cemA gene,Bin_BRTL_49_5_6-contigsc0002,99555,100391,837,reverse
pcxA | cemA gene,Bin_VSVK_22_29-contigsc0011,69061,69873,813,forward
pcxA | cemA gene,Bin_GREF_79_4_3-contigsc0078,62844,63656,813,reverse
pebT gene,GroupDREPX942_Annotated_Unfinished,89221,89310,90,forward
petA gene,Bin_ZLUT_85_5_14-contigsc0836,11763,12716,954,reverse
petA gene,Bin_MEDD_45_2_3-contigsc0202,138418,139371,954,forward
petA gene,Bin_MEDD_45_2_3-contigsc0202,34584,35537,954,reverse
petA gene,Contig 1,73162,74121,960,forward
petA gene,Bin_VELN_32_5-contigsc0203,1421,2380,960,reverse
petA gene,Bin_BALM_36_42-contigsc1848,1321,2181,861,forward
petA gene,Bin_TRCH_30_6-contigsc0055,5911,6790,880,reverse
petA gene,Bin_CEPX_5_1_13-contigsc0034,85144,85998,855,forward
petA gene,Bin_FERT_9_17-contigsc0016,63173,64054,882,forward
petA gene,Bin_ZLUT_103_5_31-contigsc0251,81259,82128,870,forward
petA gene,Bin_ROSX_44_5-contigsc0474,63976,64845,870,forward
petA gene,Bin_ROSX_18_26-contigsc0170,71631,72500,870,forward
petA gene,Bin_BRTL_49_5_6-contigsc0002,18094,19038,945,reverse
petA gene,Bin_BRTL_49_5_6-contigsc0002,85855,86724,870,reverse
petA gene,Bin_VSVK_22_29-contigsc0011,81797,82666,870,forward
petA gene,Consensus,63228,64280,1053,reverse
petA gene,Bin_MILA_54_4_1-contigsc0036,19155,20159,1005,forward
petA gene,Bin_BALM_20_28-contigsc2945,5345,6328,984,forward
petA gene,Contig 1,11333,12316,984,forward
petA gene,Bin_GOSK_44_8-contigsc0001,79567,80526,960,forward
petA gene,Consensus,5511,6434,924,reverse
petA gene,Contig 9,93541,94494,954,forward
petA gene,Bin_MEDD_126_5_14-contigsc0015,33026,33979,954,forward
petA gene,Bin_MAJC_58_4_11-contigsc2488,2981,3922,942,forward
petA gene,Bin_MAJC_58_4_11-contigsc0123,40215,41168,954,forward
petA gene,Contig 10,47648,48601,954,forward
petA gene,Consensus,83065,84018,954,reverse
petA gene,GroupDREPX614_Annotated_Unfinished,55797,56750,954,reverse
petA gene,Bin_FUNE_7_15-contigsc0058,57859,58731,873,reverse
petA gene,Bin_SZYM_42_46-contigsc0015,49528,50400,873,forward
petA gene,Contig 2,49698,50570,873,forward
petA gene,Bin_SZYM_45_49-contigsc0013,47850,48722,873,forward
petA gene,Contig 4,58124,58987,864,reverse
petA gene,GroupDREPX642_Annotated_unfinished,55445,56401,957,reverse
petA gene,Contig 1,45673,46629,957,forward
petA gene,GroupDREPX658_Annotated_unfinished,55389,56261,873,reverse
petA gene,Consensus,61953,62909,957,reverse
petA gene,Bin_RIMV_9_2_8-contigsc0022,56576,57532,957,reverse
petA gene,Consensus,45464,46420,957,forward
petA gene,Consensus,174937,175893,957,forward
petA gene,Bin_ZLUT_44_2_1-contigsc0027,45466,46329,864,forward
petA gene,Bin_ZLUT_29_1_36-contigsc0127,55353,56216,864,reverse
petA gene,GroupDREPX710_Annotated_Unfinished,45163,46026,864,forward
petA gene,Bin_ZLUT_154_6_18-contigsc0021,46746,47630,885,forward
petA gene,GroupDREPX771_Annotated_Unfinished,80579,81523,945,reverse
petA gene,GroupDREPX938_Annotated_Unfinished,81821,82765,945,forward
petA gene,GroupDREPX942_Annotated_Unfinished,43158,44117,960,reverse
petA gene,GroupDREPX942_Annotated_Unfinished,196649,197535,887,reverse
petA gene,Consensus,11060,12160,1101,reverse
petA gene,Consensus,83468,84409,942,forward
petA gene,Bin_FUNE_31_37-contigsc1195,1780,2724,945,reverse
petA gene,Bin_CERT_28_34-contigsc0002,124037,125011,975,forward
petA gene,Bin_CERT_28_34-contigsc0002,15023,15982,960,forward
petA gene,Consensus,11155,12129,975,reverse
petA gene,Consensus,195606,196580,975,forward
petA gene,Consensus,115773,116666,894,forward
petA gene,Bin_ZURI_16_25-contigsc0018,96907,97776,870,forward
petA gene,Bin_PIBR_42_47-contigsc0248,29726,30601,876,reverse
petA gene,Bin_FUNE_56_6-contigsc0004,16690,17595,906,reverse
petA gene,Contig 2,85364,86308,945,forward
petA gene,Bin_ZLUT_170_6_34-contigsc0168,81618,82565,948,forward
petA gene,UnusedGroupDREPX106_Annotated_Unfinished,73518,74396,879,reverse
petA gene,Bin_EDVL_34_4-contigsc0983,56942,57814,873,reverse
petA gene,Bin_SANA_18_8-contigsc0006,51557,52444,888,forward
petA gene,UnusedGroupDREPX493_Annotated_Unfinished,70543,71462,920,forward
petA gene,Bin_BALM_14_22-contigsc0006,149266,150126,861,forward
petA gene,Bin_ORTA_59_63-contigsc0067,1494,2376,883,reverse
petA gene,Bin_NVAL_39_45-contigsc0612,1160,2023,864,forward
petA gene,Bin_LAND_16_3_1-contigsc0006,54447,55328,882,forward
petA-fragment gene,GroupDREPX938_Annotated_Unfinished,32905,33774,870,reverse
petB gene,Bin_MEDD_45_2_3-contigsc0202,91465,92112,648,forward
petB gene,Bin_MEDD_45_2_3-contigsc0202,81843,82490,648,reverse
petB gene,Contig 1,38304,38951,648,forward
petB gene,Consensus,19747,20394,648,forward
petB gene,Bin_BALM_36_42-contigsc0298,6916,7563,648,forward
petB gene,Bin_BRTL_70_6_25-contigsc1444,3435,3840,406,forward
petB gene,Bin_FERT_9_17-contigsc0016,37068,37715,648,reverse
petB gene,Bin_ZLUT_103_5_31-contigsc0251,47473,48120,648,reverse
petB gene,Bin_TSKO_28_34-contigsc0093,63192,63839,648,forward
petB gene,Bin_SZYM_18_24-contigsc0004,43047,43694,648,reverse
petB gene,Bin_ROSX_44_5-contigsc0474,32843,33490,648,reverse
petB gene,Bin_ROSX_18_26-contigsc0170,40498,41145,648,reverse
petB gene,Bin_BRTL_49_5_6-contigsc0002,117208,117855,648,forward
petB gene,Bin_BRTL_49_5_6-contigsc0002,10673,11320,648,forward
petB gene,Bin_VSVK_22_29-contigsc0011,54982,55629,648,reverse
petB gene,Bin_FUNE_55_59-contigsc0038,26312,26957,646,reverse
petB gene,Consensus,93473,94120,648,forward
petB gene,Bin_MILA_54_4_1-contigsc0036,98309,98956,648,reverse
petB gene,Bin_GOSK_44_8-contigsc0001,28711,29358,648,forward
petB gene,Consensus,54533,55180,648,reverse
petB gene,Contig 9,139705,140352,648,reverse
petB gene,Bin_STIU_11_19-contigsc0197,4,93,90,forward
petB gene,Bin_MEDD_126_5_14-contigsc0015,79090,79737,648,reverse
petB gene,Bin_LUGA_27_5_1-contigsc0012,24415,24609,195,reverse
petB gene,Bin_BRTL_9_2_4-contigsc0031,40776,41423,648,reverse
petB gene,Contig 10,93771,94418,648,reverse
petB gene,Contig 17,51072,51719,648,reverse
petB gene,Consensus,34718,35365,648,forward
petB gene,GroupDREPX614_Annotated_Unfinished,9281,9928,648,forward
petB gene,Bin_FUNE_7_15-contigsc0058,9503,10150,648,forward
petB gene,Bin_SZYM_42_46-contigsc0015,97979,98626,648,reverse
petB gene,Contig 1,9519,10166,648,forward
petB gene,Contig 2,98729,99376,648,reverse
petB gene,Bin_SZYM_45_49-contigsc0013,96962,99820,2859,reverse
petB gene,Bin_ARCA_19_26-contigsc0061,7885,7983,99,forward
petB gene,Bin_ARCA_1_1-contigsc1413,15232,15330,99,reverse
petB gene,Contig 4,9125,9772,648,forward
petB gene,GroupDREPX642_Annotated_unfinished,9383,10030,648,forward
petB gene,Contig 1,91791,92438,648,reverse
petB gene,Contig 3,91653,92300,648,reverse
petB gene,Contig 4,15383,16030,648,reverse
petB gene,GroupDREPX658_Annotated_unfinished,9546,10193,648,forward
petB gene,Consensus,16096,16743,648,forward
petB gene,Bin_RIMV_9_2_8-contigsc0022,9569,10216,648,forward
petB gene,Consensus,221136,221783,648,reverse
petB gene,Consensus,91663,92310,648,reverse
petB gene,Bin_ZLUT_44_2_1-contigsc0027,91770,92417,648,reverse
petB gene,Bin_ZLUT_29_1_36-contigsc0127,9270,9917,648,forward
petB gene,Bin_ZLUT_154_6_18-contigsc0021,92977,93624,648,reverse
petB gene,Bin_FUNE_4_12-contigsc0035,185865,186512,648,reverse
petB gene,Bin_FUNE_4_12-contigsc0035,63589,64236,648,reverse
petB gene,GroupDREPX942_Annotated_Unfinished,90303,90950,648,forward
petB gene,GroupDREPX942_Annotated_Unfinished,244808,245455,648,reverse
petB gene,Consensus,77206,77862,657,reverse
petB gene,Consensus,37052,37699,648,forward
petB gene,Bin_CERT_28_34-contigsc0002,26440,27087,648,reverse
petB gene,Bin_CERT_28_34-contigsc0002,75465,76112,648,forward
petB gene,Consensus,147061,147708,648,forward
petB gene,Consensus,60111,60758,648,reverse
petB gene,Consensus,68842,69489,648,forward
petB gene,Bin_ZURI_16_25-contigsc0018,49983,50630,648,forward
petB gene,Contig 2,81636,82283,648,reverse
petB gene,Bin_MEDD_134_5_3-contigsc0007,45146,45793,648,forward
petB gene,UnusedGroupDREPX106_Annotated_Unfinished,71039,71686,648,reverse
petB gene,Bin_EDVL_34_4-contigsc0983,9372,10019,648,forward
petB gene,UnusedGroupDREPX475_Annotated_Unfinished,9291,9938,648,reverse
petB gene,Bin_SANA_18_8-contigsc0006,97823,98470,648,reverse
petB gene,Bin_BALM_14_22-contigsc0006,67246,67893,648,reverse
petB gene,Bin_GREF_79_4_3-contigsc0078,78651,79298,648,forward
petB gene,Bin_LAND_16_3_1-contigsc0006,40712,41359,648,reverse
petB' | petB2 gene,GroupDREPX710_Annotated_Unfinished,91484,92101,618,reverse
petB-fragment gene,Bin_RIMV_12_3_2-contigsc0034,9610,10257,648,reverse
petB-fragment gene,Bin_LAND_16_3_1-contigsc0006,12058,12123,66,forward
petB-fragment gene,Bin_LAND_16_3_1-contigsc0006,118866,118931,66,forward
petD gene,Bin_MEDD_45_2_3-contigsc0202,92166,92648,483,forward
petD gene,Bin_MEDD_45_2_3-contigsc0202,81307,81789,483,reverse
petD gene,Bin_TRCH_30_6-contigsc0055,4961,5443,483,reverse
petD gene,Bin_CEPX_5_1_13-contigsc0034,127714,128196,483,reverse
petD gene,Bin_CEPX_12_1_2-contigsc0148,85535,86017,483,forward
petD gene,Bin_ZLUT_103_5_31-contigsc0251,46933,47415,483,reverse
petD gene,Bin_TSKO_28_34-contigsc0093,63897,64379,483,forward
petD gene,Bin_SZYM_18_24-contigsc0004,42507,42989,483,reverse
petD gene,Bin_ROSX_44_5-contigsc0474,32303,32785,483,reverse
petD gene,Bin_ROSX_18_26-contigsc0170,39958,40440,483,reverse
petD gene,Bin_BRTL_49_5_6-contigsc0002,117913,118395,483,forward
petD gene,Bin_BRTL_49_5_6-contigsc0002,11341,11823,483,forward
petD gene,Bin_FUNE_55_59-contigsc0038,25480,25962,483,reverse
petD gene,Consensus,94470,94952,483,forward
petD gene,Bin_STEC_11_19-contigsc0288,965,1114,150,forward
petD gene,Contig 9,139189,139671,483,reverse
petD gene,Bin_STIU_11_19-contigsc0197,2196,2345,150,forward
petD gene,Bin_MEDD_126_5_14-contigsc0015,78575,79057,483,reverse
petD gene,Bin_LUGA_27_5_1-contigsc0012,23879,23992,114,reverse
petD gene,Bin_BRTL_9_2_4-contigsc0031,40261,40743,483,reverse
petD gene,Contig 10,93256,93738,483,reverse
petD gene,Contig 17,50557,51039,483,reverse
petD gene,Contig 18,13882,14364,483,reverse
petD gene,Consensus,35398,35880,483,forward
petD gene,Bin_SZYM_45_49-contigsc0013,96446,96927,482,reverse
petD gene,Bin_ZLUT_44_2_1-contigsc0027,91248,91730,483,reverse
petD gene,GroupDREPX710_Annotated_Unfinished,90968,91449,482,reverse
petD gene,Consensus,76671,77153,483,reverse
petD gene,Bin_TOTR_46_51-contigsc2053,4759,5241,483,forward
petD gene,Consensus,37733,38215,483,forward
petD gene,Bin_CERT_28_34-contigsc0002,25275,25757,483,reverse
petD gene,Bin_CERT_28_34-contigsc0002,76147,76629,483,forward
petD gene,Consensus,147743,148225,483,forward
petD gene,Consensus,59594,60076,483,reverse
petD gene,Bin_ZURI_16_25-contigsc0018,50695,51177,483,forward
petD gene,UnusedGroupDREPX475_Annotated_Unfinished,8775,9257,483,reverse
petD gene,Bin_BALM_14_22-contigsc0006,124619,125101,483,reverse
petD gene,Bin_GREF_79_4_3-contigsc0078,79485,79967,483,forward
petD gene,Bin_NVAL_39_45-contigsc0612,80649,81131,483,reverse
petD2 | petD gene,Contig 1,39221,39703,483,forward
petD2 | petD gene,Bin_FERT_9_17-contigsc0016,36537,37019,483,reverse
petD2 | petD gene,Bin_VSVK_22_29-contigsc0011,54203,54685,483,reverse
petD2 | petD gene,Bin_MILA_54_4_1-contigsc0036,97751,98233,483,reverse
petD2 | petD gene,Bin_GOSK_44_8-contigsc0001,29686,30168,483,forward
petD2 | petD gene,Consensus,53834,54316,483,reverse
petD2 | petD gene,GroupDREPX614_Annotated_Unfinished,9968,10450,483,forward
petD2 | petD gene,Bin_FUNE_7_15-contigsc0058,10181,10663,483,forward
petD2 | petD gene,Bin_SZYM_42_46-contigsc0098,3710,4192,483,forward
petD2 | petD gene,Bin_SZYM_42_46-contigsc0015,97457,97939,483,reverse
petD2 | petD gene,Contig 1,10206,10688,483,forward
petD2 | petD gene,Contig 2,98216,98698,483,reverse
petD2 | petD gene,Contig 3,94920,95402,483,reverse
petD2 | petD gene,Contig 4,9808,10290,483,forward
petD2 | petD gene,GroupDREPX642_Annotated_unfinished,10072,10554,483,forward
petD2 | petD gene,Contig 1,91271,91753,483,reverse
petD2 | petD gene,Contig 3,91133,91615,483,reverse
petD2 | petD gene,Contig 4,14863,15345,483,reverse
petD2 | petD gene,GroupDREPX658_Annotated_unfinished,10231,10713,483,forward
petD2 | petD gene,Consensus,16781,17263,483,forward
petD2 | petD gene,Bin_RIMV_9_2_8-contigsc0022,10256,10738,483,forward
petD2 | petD gene,Consensus,220611,221093,483,reverse
petD2 | petD gene,Consensus,91138,91620,483,reverse
petD2 | petD gene,Bin_ZLUT_29_1_36-contigsc0127,9958,10440,483,forward
petD2 | petD gene,Bin_ZLUT_154_6_18-contigsc0021,92455,92937,483,reverse
petD2 | petD gene,Bin_FUNE_4_12-contigsc0035,185346,185828,483,reverse
petD2 | petD gene,Bin_FUNE_4_12-contigsc0035,63070,63552,483,reverse
petD2 | petD gene,Bin_RIMV_12_3_2-contigsc0034,46556,47038,483,reverse
petD2 | petD gene,GroupDREPX942_Annotated_Unfinished,91073,91555,483,forward
petD2 | petD gene,Consensus,69520,70002,483,forward
petD2 | petD gene,Bin_FUNE_56_6-contigsc0004,63171,63653,483,reverse
petD2 | petD gene,Contig 2,81098,81580,483,reverse
petD2 | petD gene,Bin_MEDD_134_5_3-contigsc0007,45849,46331,483,forward
petD2 | petD gene,UnusedGroupDREPX106_Annotated_Unfinished,70507,70989,483,reverse
petD2 | petD gene,Bin_EDVL_34_4-contigsc0983,10059,10541,483,forward
petD2 | petD gene,Bin_SANA_18_8-contigsc0006,97300,97782,483,reverse
petD2 | petD gene,Bin_LAND_16_3_1-contigsc0006,39838,40320,483,reverse
petD2 | petD-fragment gene,Bin_BALM_14_22-contigsc0006,66493,66975,483,reverse
petD2 | rpl2 | petD gene,GroupDREPX942_Annotated_Unfinished,244296,244778,483,reverse
petD2-fragment | petD gene,Bin_RIMV_12_3_2-contigsc0034,9086,9568,483,reverse
petE gene,Bin_MEDD_126_5_14-contigsc0015,39050,39169,120,forward
petE gene,Bin_BRTL_9_2_4-contigsc0031,707,826,120,forward
petE gene,Consensus,77834,77953,120,reverse
petE gene,Bin_CERT_28_34-contigsc0002,56262,56497,236,reverse
petE gene,Bin_SANA_18_8-contigsc0006,57342,57461,120,forward
petE | petG gene,Bin_CEPX_5_1_13-contigsc0034,140964,141077,114,forward
petE | petG gene,Bin_FERT_9_17-contigsc0016,64312,64425,114,forward
petE | petG gene,Bin_MAJC_58_4_11-contigsc0123,46275,46388,114,forward
petE | petG gene,Contig 10,53708,53821,114,forward
petE | petG gene,Contig 17,10995,11108,114,forward
petE | petG gene,GroupDREPX614_Annotated_Unfinished,50600,50713,114,reverse
petE | petG gene,Contig 1,53722,53835,114,forward
petE | petG gene,Contig 4,50096,50209,114,reverse
petE | petG gene,Contig 1,51232,51345,114,forward
petE | petG gene,Contig 3,51095,51208,114,forward
petE | petG gene,GroupDREPX658_Annotated_unfinished,50640,50753,114,reverse
petE | petG gene,Consensus,57248,57361,114,reverse
petE | petG gene,Bin_RIMV_9_2_8-contigsc0022,51391,51504,114,reverse
petE | petG gene,Consensus,51075,51188,114,forward
petE | petG gene,Consensus,180548,180661,114,forward
petE | petG gene,Bin_ZLUT_44_2_1-contigsc0027,51007,51120,114,forward
petE | petG gene,Bin_ZLUT_29_1_36-contigsc0127,50562,50675,114,reverse
petE | petG gene,GroupDREPX710_Annotated_Unfinished,50704,50817,114,forward
petE | petG gene,Bin_ZLUT_154_6_18-contigsc0021,52288,52401,114,forward
petE | petG gene,Bin_FUNE_4_12-contigsc0035,144171,144284,114,reverse
petE | petG gene,Bin_CEPX_20_1_27-contigsc0300,38635,38748,114,reverse
petE | petG gene,Bin_RIMV_12_3_2-contigsc0243,820,933,114,forward
petE | petG gene,Bin_EDVL_34_4-contigsc0983,52002,52115,114,reverse
petE | petG gene,Bin_LAND_16_3_1-contigsc0006,82496,82609,114,forward
petF gene,Bin_MEDD_45_2_3-contigsc0202,86992,87291,300,reverse
petF gene,Bin_MEDD_45_2_3-contigsc0202,86673,86963,291,forward
petF gene,Bin_BRTL_49_5_6-contigsc0002,17746,18045,300,forward
petF gene,Contig 9,33714,34008,295,reverse
petF gene,Contig 9,123482,123775,294,reverse
petF gene,Bin_MEDD_126_5_14-contigsc0015,62891,63184,294,reverse
petF gene,Bin_BRTL_9_2_4-contigsc0031,24548,24841,294,reverse
petF gene,Contig 10,77543,77836,294,reverse
petF gene,Contig 17,34858,35151,294,reverse
petF gene,Consensus,53714,54007,294,forward
petF gene,GroupDREPX614_Annotated_Unfinished,25518,25811,294,forward
petF gene,Bin_FUNE_7_15-contigsc0058,27412,27705,294,forward
petF gene,Bin_SZYM_42_46-contigsc0098,18872,19165,294,forward
petF gene,Bin_SZYM_42_46-contigsc0015,80472,80765,294,reverse
petF gene,Contig 1,27438,27731,294,forward
petF gene,Contig 2,81147,81440,294,reverse
petF gene,Bin_SZYM_45_49-contigsc0013,79285,79578,294,reverse
petF gene,Contig 1,77970,78323,354,reverse
petF gene,Contig 1,78413,78706,294,reverse
petF gene,Contig 4,25609,25962,354,forward
petF gene,Contig 4,25226,25519,294,forward
petF gene,GroupDREPX642_Annotated_unfinished,25556,25849,294,forward
petF gene,Contig 1,76088,76381,294,reverse
petF gene,Contig 3,75950,76243,294,reverse
petF gene,GroupDREPX658_Annotated_unfinished,25604,25897,294,forward
petF gene,Consensus,32199,32492,294,forward
petF gene,Bin_RIMV_9_2_8-contigsc0022,25822,26115,294,forward
petF gene,Consensus,205438,205731,294,reverse
petF gene,Consensus,75965,76258,294,reverse
petF gene,Bin_ZLUT_44_2_1-contigsc0027,75899,76192,294,reverse
petF gene,Bin_ZLUT_29_1_36-contigsc0127,25490,25783,294,forward
petF gene,GroupDREPX710_Annotated_Unfinished,75569,75862,294,reverse
petF gene,Bin_ZLUT_154_6_18-contigsc0021,77136,77429,294,reverse
petF gene,Bin_FUNE_4_12-contigsc0035,62705,62995,291,forward
petF gene,Bin_FUNE_4_12-contigsc0035,184981,185271,291,forward
petF gene,Bin_RIMV_12_3_2-contigsc0034,46190,46481,292,forward
petF gene,GroupDREPX771_Annotated_Unfinished,80231,80530,300,forward
petF gene,GroupDREPX938_Annotated_Unfinished,40794,41084,291,forward
petF gene,GroupDREPX942_Annotated_Unfinished,250876,251166,291,forward
petF gene,Consensus,51653,52018,366,reverse
petF gene,Consensus,32942,33238,297,reverse
petF gene,Bin_CERT_28_34-contigsc0002,71346,71642,297,reverse
petF gene,Consensus,64581,64877,297,forward
petF gene,Consensus,142942,143238,297,reverse
petF gene,Consensus,64701,65000,300,reverse
petF gene,Bin_ZURI_16_25-contigsc0208,1380,1665,286,reverse
petF gene,Bin_ZURI_16_25-contigsc0018,45844,46143,300,reverse
petF gene,Bin_FUNE_56_6-contigsc0004,67910,68209,300,forward
petF gene,Contig 2,74985,75285,301,reverse
petF gene,Bin_MEDD_134_5_3-contigsc0007,52143,52443,301,forward
petF gene,Bin_CONS_68_69-contigsc1177,624,914,291,forward
petF gene,UnusedGroupDREPX106_Annotated_Unfinished,8245,8547,303,forward
petF gene,Bin_EDVL_34_4-contigsc0983,26841,27134,294,forward
petF gene,UnusedGroupDREPX475_Annotated_Unfinished,16607,16915,309,forward
petF gene,Bin_SANA_18_8-contigsc0006,82214,82507,294,reverse
petF gene,UnusedGroupDREPX493_Annotated_Unfinished,17268,17558,291,reverse
petG gene,Bin_ZLUT_85_5_14-contigsc0836,8430,8543,114,reverse
petG gene,Bin_MEDD_45_2_3-contigsc0202,142591,142704,114,forward
petG gene,Bin_MEDD_45_2_3-contigsc0202,31251,31364,114,reverse
petG gene,Contig 1,29047,29160,114,forward
petG gene,Consensus,81279,81392,114,forward
petG gene,Bin_BRTL_70_6_25-contigsc1288,4563,4676,114,forward
